Table Schema,Table Name,Column Name,Data Type,Is Nullable,Constraint Type,Ordinal Position
sales,specialoffer,minqty,integer,NO,CHECK,8
sales,specialoffer,maxqty,integer,YES,CHECK,9
sales,specialoffer,rowguid,uuid,NO,,10
sales,specialoffer,modifieddate,timestamp without time zone,NO,,11
sales,specialofferproduct,specialofferid,integer,NO,PRIMARY KEY,1
sales,specialofferproduct,productid,integer,NO,PRIMARY KEY,2
sales,specialofferproduct,rowguid,uuid,NO,,3
sales,specialofferproduct,modifieddate,timestamp without time zone,NO,,4
sales,store,businessentityid,integer,NO,PRIMARY KEY,1
sales,store,name,character varying,NO,,2
sales,store,salespersonid,integer,YES,,3
sales,store,demographics,xml,YES,,4
sales,store,rowguid,uuid,NO,,5
sales,store,modifieddate,timestamp without time zone,NO,,6
sales,vindividualcustomer,businessentityid,integer,YES,,1
sales,vindividualcustomer,title,character varying,YES,,2
sales,vindividualcustomer,firstname,character varying,YES,,3
sales,vindividualcustomer,middlename,character varying,YES,,4
sales,vindividualcustomer,lastname,character varying,YES,,5
sales,vindividualcustomer,suffix,character varying,YES,,6
sales,vindividualcustomer,phonenumber,character varying,YES,,7
sales,vindividualcustomer,phonenumbertype,character varying,YES,,8
sales,vindividualcustomer,emailaddress,character varying,YES,,9
sales,vindividualcustomer,emailpromotion,integer,YES,,10
sales,vindividualcustomer,addresstype,character varying,YES,,11
sales,vindividualcustomer,addressline1,character varying,YES,,12
sales,vindividualcustomer,addressline2,character varying,YES,,13
sales,vindividualcustomer,city,character varying,YES,,14
sales,vindividualcustomer,stateprovincename,character varying,YES,,15
sales,vindividualcustomer,postalcode,character varying,YES,,16
sales,vindividualcustomer,countryregionname,character varying,YES,,17
sales,vindividualcustomer,demographics,xml,YES,,18
sales,vpersondemographics,businessentityid,integer,YES,,1
sales,vpersondemographics,totalpurchaseytd,money,YES,,2
sales,vpersondemographics,datefirstpurchase,date,YES,,3
sales,vpersondemographics,birthdate,date,YES,,4
sales,vpersondemographics,maritalstatus,character varying,YES,,5
sales,vpersondemographics,yearlyincome,character varying,YES,,6
sales,vpersondemographics,gender,character varying,YES,,7
sales,vpersondemographics,totalchildren,integer,YES,,8
sales,vpersondemographics,numberchildrenathome,integer,YES,,9
sales,vpersondemographics,education,character varying,YES,,10
sales,vpersondemographics,occupation,character varying,YES,,11
sales,vpersondemographics,homeownerflag,boolean,YES,,12
sales,vpersondemographics,numbercarsowned,integer,YES,,13
sales,vsalesperson,businessentityid,integer,YES,,1
sales,vsalesperson,title,character varying,YES,,2
sales,vsalesperson,firstname,character varying,YES,,3
sales,vsalesperson,middlename,character varying,YES,,4
sales,vsalesperson,lastname,character varying,YES,,5
sales,vsalesperson,suffix,character varying,YES,,6
sales,vsalesperson,jobtitle,character varying,YES,,7
sales,vsalesperson,phonenumber,character varying,YES,,8
sales,vsalesperson,phonenumbertype,character varying,YES,,9
sales,vsalesperson,emailaddress,character varying,YES,,10
sales,vsalesperson,emailpromotion,integer,YES,,11
sales,vsalesperson,addressline1,character varying,YES,,12
sales,vsalesperson,addressline2,character varying,YES,,13
sales,vsalesperson,city,character varying,YES,,14
sales,vsalesperson,stateprovincename,character varying,YES,,15
sales,vsalesperson,postalcode,character varying,YES,,16
sales,vsalesperson,countryregionname,character varying,YES,,17
sales,vsalesperson,territoryname,character varying,YES,,18
sales,vsalesperson,territorygroup,character varying,YES,,19
sales,vsalesperson,salesquota,numeric,YES,,20
sales,vsalesperson,salesytd,numeric,YES,,21
sales,vsalesperson,saleslastyear,numeric,YES,,22
sales,vsalespersonsalesbyfiscalyears,SalesPersonID,integer,YES,,1
sales,vsalespersonsalesbyfiscalyears,FullName,text,YES,,2
sales,vsalespersonsalesbyfiscalyears,JobTitle,text,YES,,3
sales,vsalespersonsalesbyfiscalyears,SalesTerritory,text,YES,,4
sales,vsalespersonsalesbyfiscalyears,2012,numeric,YES,,5
sales,vsalespersonsalesbyfiscalyears,2013,numeric,YES,,6
sales,vsalespersonsalesbyfiscalyears,2014,numeric,YES,,7
sales,vsalespersonsalesbyfiscalyearsdata,salespersonid,integer,YES,,1
sales,vsalespersonsalesbyfiscalyearsdata,fullname,text,YES,,2
sales,vsalespersonsalesbyfiscalyearsdata,jobtitle,character varying,YES,,3
sales,vsalespersonsalesbyfiscalyearsdata,salesterritory,character varying,YES,,4
sales,vsalespersonsalesbyfiscalyearsdata,salestotal,numeric,YES,,5
sales,vsalespersonsalesbyfiscalyearsdata,fiscalyear,numeric,YES,,6
sales,vstorewithaddresses,businessentityid,integer,YES,,1
sales,vstorewithaddresses,name,character varying,YES,,2
sales,vstorewithaddresses,addresstype,character varying,YES,,3
sales,vstorewithaddresses,addressline1,character varying,YES,,4
sales,vstorewithaddresses,addressline2,character varying,YES,,5
sales,vstorewithaddresses,city,character varying,YES,,6
sales,vstorewithaddresses,stateprovincename,character varying,YES,,7
sales,vstorewithaddresses,postalcode,character varying,YES,,8
sales,vstorewithaddresses,countryregionname,character varying,YES,,9
sales,vstorewithcontacts,businessentityid,integer,YES,,1
sales,vstorewithcontacts,name,character varying,YES,,2
sales,vstorewithcontacts,contacttype,character varying,YES,,3
sales,vstorewithcontacts,title,character varying,YES,,4
sales,vstorewithcontacts,firstname,character varying,YES,,5
sales,vstorewithcontacts,middlename,character varying,YES,,6
sales,vstorewithcontacts,lastname,character varying,YES,,7
sales,vstorewithcontacts,suffix,character varying,YES,,8
sales,vstorewithcontacts,phonenumber,character varying,YES,,9
sales,vstorewithcontacts,phonenumbertype,character varying,YES,,10
sales,vstorewithcontacts,emailaddress,character varying,YES,,11
sales,vstorewithcontacts,emailpromotion,integer,YES,,12
sales,vstorewithdemographics,businessentityid,integer,YES,,1
sales,vstorewithdemographics,name,character varying,YES,,2
sales,vstorewithdemographics,AnnualSales,money,YES,,3
sales,vstorewithdemographics,AnnualRevenue,money,YES,,4
sales,vstorewithdemographics,BankName,character varying,YES,,5
sales,vstorewithdemographics,BusinessType,character varying,YES,,6
sales,vstorewithdemographics,YearOpened,integer,YES,,7
sales,vstorewithdemographics,Specialty,character varying,YES,,8
sales,vstorewithdemographics,SquareFeet,integer,YES,,9
sales,vstorewithdemographics,Brands,character varying,YES,,10
sales,vstorewithdemographics,Internet,character varying,YES,,11
sales,vstorewithdemographics,NumberEmployees,integer,YES,,12
